"actor_code","actor_name","url","final_url","status","title","site_name","heading","formerly","lang","fetched_at"
"DEU6","RWTH Aachen University","https://www.rwth-aachen.de/go/id/a/?lidx=1","https://www.rwth-aachen.de/go/id/a/?lidx=1","200","RWTH Aachen University | Rheinisch-Westfälische Technische Hochschule | EN","","Studying at RWTH","","en-US","2026-09-14 13:20"
"DEU7","Max Planck Gesellschaft","https://www.mpg.de/en","https://www.mpg.de/en","200","Homepage | Max-Planck-Gesellschaft","","LuiKotale - studying Bonobo groups in the wild","","en","2026-09-14 13:20"
"DEU8","University of Honenheim","https://www.uni-hohenheim.de/en","https://www.uni-hohenheim.de/en","200","University of Hohenheim: Study and research in Stuttgart","","","","en","2026-09-14 13:20"
"DEU9","Naturland - Verband Fur Okologischen Landbau EV","https://www.naturland.de/de/","https://www.naturland.de/de/","200","Naturland - Verband für ökologischen Landbau","Naturland","Film ab für Naturland Bio","","de","2026-09-14 13:20"
"DEU16","Europlant","https://www.europlant.biz/en/home/","https://www.europlant.biz/en/home/","200","Quality seed potatoes - EUROPLANT Pflanzenzucht GmbH","","Your global partner for high-quality potato varieties","A/S will be renamed EUROPLANT Scandinavia ApS at the start of the 2026/2027 potato season.","en","2026-09-14 13:20"
"DEU17","GRIMME Group","https://group.grimme.com/en","https://group.grimme.com/en","200","GRIMME group","","GRIMME Parts Centre opens in Niedersachsenpark","\"",\""myGRIMME_core_machine_rename_success\"":\""The machine was renamed successfully.","en","2026-09-14 13:21"
"DEU18","German Initiative on Sustainable Cacao Forum","https://www.kakaoforum.de/en/","https://www.kakaoforum.de/startpage/","200","Homepage - FORUM NACHHALTIGER KAKAO e.V.","FORUM NACHHALTIGER KAKAO e.V.","German Initiative on Sustainable Cocoa","","en-GB","2026-09-14 13:21"
"DEU20","Frankfurt School of Finance and Management","https://www.frankfurt-school.de/en/home.html","https://www.frankfurt-school.de/de","200","Frankfurt School of Finance & Management","","A World","","de","2026-09-14 13:21"
"DEU21","University of Kassel","https://www.uni-kassel.de/uni/en/","https://www.uni-kassel.de/uni/en.html","404","404 - Seite nicht gefunden - UNI","","404 - Seite nicht gefunden","","de-DE","2026-09-14 13:21"
"DEU22","Ministry of Food and Agriculture, Germany","https://www.bmel.de/EN/Home/home_node.html","https://www.bmleh.de/EN/Home/home_node.html","200","BMLEH - Homepage","","Federal Ministry of Food and Agriculture","","en","2026-09-14 13:21"
"DEU23","German Initiative on Sustainable Cocoa","https://www.kakaoforum.de/en/about-us/german-initiative-on-sustainable-cocoa/","https://www.kakaoforum.de/en/startpage/about-us/german-initiative-on-sustainable-cocoa/","404","404 - nicht gefunden - FORUM NACHHALTIGER KAKAO e.V.","FORUM NACHHALTIGER KAKAO e.V.","404 - Page not found","","en-GB","2026-09-14 13:21"
"DEU24","University of Oldenburg","https://uol.de/en","https://uol.de/en","200","Carl von Ossietzky University of Oldenburg","","Carl von Ossietzky University of Oldenburg","","en","2026-09-14 13:21"
"DEU25","Humboldt University of Berlin","https://www.hu-berlin.de/en","https://www.hu-berlin.de/en","200","Making sure you're not a bot!","","Making sure you're not a bot!","","en","2026-09-14 13:21"
"DEU26","Institute of Plant Genetics and Crop Plant Research","https://www.ipk-gatersleben.de/en/","https://www.ipk-gatersleben.de/en/","200","Leibniz Institute of Plant Genetics and Crop Plant Research | Leibniz-Institut (IPK)","Leibniz-Institut (IPK)","","","en","2026-09-14 13:21"
"DEU27","University of the Federal Armed Forces Munich","https://www.unibw.de/home-en","https://www.unibw.de/home-en","200","University of the Bundeswehr Munich —","","University of the Bundeswehr Munich","","en","2026-09-14 13:21"
"DEU28","University of Applied Sciences of Suedwestfalen","https://www.fh-swf.de/en/international_3/index.php","https://www.fh-swf.de/en/international_3/index.php","200","South Westphalia University of Applied Sciences","","Empower your future","","en-GB","2026-09-14 13:21"
"DEU29","Aquaponik Manufaktur GmbH","https://www.aquaponik-manufaktur.de/","https://www.aquaponik-manufaktur.de/","200","Aquaponik-Lösungen für Großanlagen, Forschung & Module","aquaponik manufaktur GmbH","","","de-DE","2026-09-14 13:21"
"DEU30","Bavarian Research Alliance","https://www.bayfor.org/en/index.html","https://www.bayfor.org/en/index.html","200","Website - BayFOR","","Competence Centre for Research and Innovation Funding in Bavaria, Europe and the World","","en","2026-09-14 13:21"
"DEU31","Karlsruhe Institute of Technology","https://www.kit.edu/english/","https://www.kit.edu/english/","200","KIT - Karlsruhe Institute of Technology","","From the Lecture Hall to the Operating Room","","en-US","2026-09-14 13:21"
"DEU32","Hannover Re","https://www.hannover-re.com/","https://www.hannover-re.com/en/","200","One of the World's Leading Reinsurers - Hannover Re","Hannover Re","Profitable growth opportunities in a challenging market environment","","en","2026-09-14 13:21"
"DEU33","Munich Re","https://www.munichre.com/en.html","https://www.munichre.com/en.html","200","Home | Munich Re","","","","en","2026-09-14 13:22"
"DEU34","Hochschule Wismar","https://www.hs-wismar.de/","https://www.hs-wismar.de/","200","Startseite - Hochschule Wismar","","Hochschule Wismar","","de","2026-09-14 13:22"
"DEU35","University of Bonn","https://www.uni-bonn.de/en/university/university","https://www.uni-bonn.de/en/university/university","200","University — University of Bonn","Universität Bonn","Welcome to the University of Bonn","","en","2026-09-14 13:22"
"DEU36","Leibniz Institute for Agricultural Engineering and Bioeconomy","https://www.atb-potsdam.de/en/","https://www.atb-potsdam.de/en/","200","ATB: Homepage","","","","en","2026-09-14 13:22"
"DEU37","UNIQUE Forestry and Land Use GmbH","https://www.unique-landuse.de/?noredirect=de_DE","https://www.unique-landuse.de/?noredirect=de_DE","200","Startseite • unique land use","unique land use","analytisch fundiert, fokussiert, vorausschauend","","de-DE","2026-09-14 13:22"
"DEU38","ZF Hilft E.V.","https://www.zf-hilft.de/site/zfhilft/en/home/zf_hilft.html","https://www.zf-hilft.de/site/zfhilft/en/home/zf_hilft.html","200","ZF hilft. e.V. | Home - ZF hilft e.V.","ZF hilft","Fundraising Campaign for Children's Hospices in Germany","","en","2026-09-14 13:22"
"DEU39","Crop Trust","https://www.croptrust.org/","https://www.croptrust.org/","200","Securing our food, forever - Crop Trust","","What is the solution to global hunger?","","en","2026-09-14 13:22"
"DEU40","The Institute for Social-Ecological Research","https://www.isoe.de/en/","https://www.isoe.de/en/","200","Institute for Social-Ecological Research in Frankfurt Main: ISOE","","ISOE - Institute for Social-Ecological Research - Knowledge that connects","","en-US","2026-09-14 13:22"
"DEU41","Stern Stewart and  Co","https://www.sternstewart.com/","https://www.sternstewart.com/","200","The independent strategy consulting boutique – Stern Stewart & Co. / Sternstewart","","STRI KING IM PACT","","de","2026-09-14 13:22"
"DEU42","Lidl","https://www.lidl.co.uk/","https://www.lidl.co.uk/","200","Food, Non-food, Wine and Recipes | Lidl GB","","Check out our weekly offers!","","en-GB","2026-09-14 13:22"
"DEU43","Fairtrade Germany","https://www.fairtrade-deutschland.de/","https://www.fairtrade.net/de-de.html","200","Für eine gerechtere Weltwirtschaft | Fairtrade Deutschland","","Hauptnavigation","","de-DE","2026-09-14 13:22"
"DEU44","Global Nature Fund","https://www.globalnature.org/en/home","https://globalnature.org/en/","200","Home - Global Nature Fund","Global Nature Fund","We're Saving the World's Lakes","","en-US","2026-09-14 13:22"
"DEU45","Aldi","https://www.aldi.co.uk/","https://www.aldi.co.uk/","200","ALDI UK | Quality Groceries, Amazing Offers & Specialbuys Every Week","ALDI","Welcome to Aldi!",""",""Favourites"",""List"",""Name is required"",""Name is the same as original"",""Name is too long (max 100 characters)"",""Rename"",""New name"",""Enter new name"",""Your list has been successfully renamed to \u003Cb>{name}\u003C\u002Fb>.","en-GB","2026-09-14 13:22"
"DNK1","University of Copenhagen","https://www.ku.dk/english/","https://www.ku.dk/en","200","University of Copenhagen - University of Copenhagen","","Study at UCPH ","","en-GB","2026-09-14 13:22"
"DNK2","Government of Denmark","https://denmark.dk/society-and-business/government-and-politics","https://denmark.dk/society-and-business/government-and-politics","200","The Danish Government | A parliamentary democracy | denmark.dk","","Government and politics","","en","2026-09-14 13:22"
"DNK3","Danish International Development Agency","https://um.dk/en/danida","https://um.dk/en/danida","200","Danida","","Danida","","en","2026-09-14 13:22"
"DNK4","Ahrus University","https://international.au.dk/","https://international.au.dk/","200","Aarhus University – a top 100 research-intensive university","","","","en","2026-09-14 13:22"
"DNK5","Ministry of Foreign Affairs, Denmark","https://um.dk/en","https://um.dk/en","200","Ministry of Foreign Affairs of Denmark","","","","en","2026-09-14 13:22"
"DRC1","Organisation Congolaise des Ecologistes et des Amis de la Nature","https://www.ocean-rdc.org/","","no response","","","","","","2026-09-14 13:22"
"DRC2","Catholic University of Bukavu","https://ucbukavu.ac.cd/","","no response","","","","","","2026-09-14 13:23"
"DRC3","Association Paysanne pour le Developpement Intégré au Sud-Kivu","https://www.apdik.org/","https://www.apdik.org/","200","Bienvenue sur le Site Officiel d APDIK","","","","fr","2026-09-14 13:23"
"DZA1","Research Center for Applied Economics for Development","https://www.cread.dz/","https://www.cread.dz/","200","Centre de Recherche en Économie Appliquée pour le Développement","CREAD","","","fr-FR","2026-09-14 13:23"
"DZA2","University Center of Tipaza Morsli Abdellah","https://sets.cu-tipaza.dz/welcome?lang=fr","https://sets.cu-tipaza.dz/welcome?lang=fr","200","S.E.T.S - Université de Tipaza","","","","fr","2026-09-14 13:23"
"DZA3","Laboratory of Biomathematics, Biophysics, Biochemistry and Scientometry, Faculty of Life and Nature Sciences, University of Bejaia","https://www.univ-bejaia.dz/en/university/presentation","https://www.univ-bejaia.dz/en/university/presentation","404","Error: 404","","The requested page can't be found.","","en-gb","2026-09-14 13:23"
"DZA4","University of Kasdi Merbah Ouargla","https://www.univ-ouargla.dz/index.php/fr/","https://www.univ-ouargla.dz/fr/","404","الصفحة غير موجودة. – univ-ouargla.dz","","404 Page","","ar","2026-09-14 13:23"
"DZA5","University Mustapha Stambouli of Mascara","https://www.univ-mascara.dz/?page_id=941and lang=en","","no response","","","","","","2026-09-14 13:23"
"DZA6","Ferhat Abbas Sétif University","https://www.univ-setif.dz/","https://www.univ-setif.dz/","200","جامعة فرحات عباس سطيف -1-","","","","","2026-09-14 13:24"
"DZA7","University of Sciences and Technology of Oran Mohamed Boudiaf","https://www.univ-usto.dz/en/","https://www.univ-usto.dz/en/","200","","","University of Sciences and Technology of Oran","","en-US","2026-09-14 13:24"
"DZA8","University of Tlemcen Abou Bekr Belkaïd","https://www.univ-tlemcen.dz/fr","https://www.univ-tlemcen.dz/fr","200","Université de Tlemcen | Page d'accueil","","","","","2026-09-14 13:24"
"DZA9","Technical Institute of Breeding Tlemcen","https://www.era-learn.eu/network-information/networks/prima/section-1-call-2020-farming-systems/improving-sustainability-and-quality-of-sheep-and-chicken-productions-by-leveraging-the-adaptation-potential-of-local-breeds-in-the-mediterranean-area/technical-institute-of-breeding-tlemcen","https://www.era-learn.eu/network-information/networks/prima/section-1-call-2020-farming-systems/improving-sustainability-and-quality-of-sheep-and-chicken-productions-by-leveraging-the-adaptation-potential-of-local-breeds-in-the-mediterranean-area/technical-institute-of-breeding-tlemcen","200","TECHNICAL INSTITUTE OF BREEDING /Tlemcen — ERA-LEARN","","","","en","2026-09-14 13:24"
"DZA10","Algeria National Agronomic Research Institute","https://www.era-learn.eu/network-information/organisations/institut-national-de-la-recherche-agronomique","https://www.era-learn.eu/network-information/organisations/institut-national-de-la-recherche-agronomique","200","National Institute of Agronomic Research of Algeria — ERA-LEARN","","National Institute of Agronomic Research of Algeria (INRAA)","","en","2026-09-14 13:24"
"DZA11","CIRTA Club Semence","https://www.era-learn.eu/network-information/networks/prima/section-2-call-2019-multi-topic/use-and-management-of-vicia-species-for-sustainability-and-resilience-in-biodiversity-based-farming-systems/cirta-club-semence","https://www.era-learn.eu/network-information/networks/prima/section-2-call-2019-multi-topic/use-and-management-of-vicia-species-for-sustainability-and-resilience-in-biodiversity-based-farming-systems/cirta-club-semence","200","CIRTA Club semence — ERA-LEARN","","","","en","2026-09-14 13:24"
"DZA12","Scientific and Technical Research Center on Arid Regions","https://www.crstra.dz/en/","https://www.crstra.dz/en/","200","Scientific and Technical Research Center for Arid Regions | CRSTRA","","Scientific and Technical Research Center for Arid Regions","","en","2026-09-14 13:24"
"ECU1","Chocolates Kallari","https://www.kallari.com.ec/","https://kallari.com.ec/","200","Kallari ChocolateAmazónico | El mejor chocolate de la amazonía ecuatoriana – El mejor chocolate de la amazonía ecuatoriana","","","","","2026-09-14 13:24"
"ECU2","Unión de Organizaciones Campesinas Cacaoteras","https://new.unocace.com/","","no response","","","","","","2026-09-14 13:24"
"EGY1","Faculty of Agriculture, Cairo University","http://agr.cu.edu.eg/langs/index.php","http://agr.cu.edu.eg/langs/index.php","200","كلية الزراعة جامعة القاهره","","","","en-gb","2026-09-14 13:24"
"EGY2","National Research Center, Water Pollution Research Department","https://comsats.org/nrc-egypt/","https://comsats.org/nrc-egypt/","200","NRC-Egypt – COMSATS Secretariat","","NRC-Egypt","","en-US","2026-09-14 13:24"
"EGY3","Helipolis University","https://www.hu.edu.eg/","","no response","","","","","","2026-09-14 13:24"
"CYP1","Cyprus Institute for Rural and Regional Development","http://green-logistics.aua.gr/wp/?page_id=296","https://green-logistics.aua.gr/wp/?page_id=296","200","Cyprus Institute for Rural and Regional Development (IAPA) – Green Logistics","","Cyprus Institute for Rural and Regional Development (IAPA)","","en-US","2026-09-14 13:25"
"EGY5","Cairo University","https://cu.edu.eg/Home","","no response","","","","","","2026-09-14 13:25"
