"field","options_fingerprint","key","choice","rules_version","first_seen"
"result_level","5-713819355","marine park administration block works partially completed (60% paid) | 60 %","output","","2026-09-14"
"result_level","5-713819355","99 vfcs in targeted mcas achieved at least two performance targets (100%) | 99 vfcs achieving performance targets","outcome","","2026-09-14"
"result_level","5-713819355","sea cucumber harvest and export increased (pemba and zanzibar) benefiting community members | 552 community members benefiting from sea cucumber production/export","outcome","","2026-09-14"
"result_level","5-713819355","total number of improved technologies available to farmers & other end users 95 | 95 number of improved technologies","output","","2026-09-14"
"result_level","5-713819355","total number of improved technologies available to farmers & other end users 115 | 115 number of improved technologies","output","","2026-09-14"
"result_level","5-713819355","total number of improved technologies available to farmers & other end users 91 | 91 number of improved technologies","output","","2026-09-14"
"result_level","5-713819355","rehabilitated regional centre of leadership for maize and maize based research, chitedze completed | research centre rehabilitated/equipped","output","","2026-09-14"
"result_level","5-713819355","constructed a laboratory complex at chitedze housing a plant pathology, biotechnology, tissue culture and food science | laboratory complex constructed","output","","2026-09-14"
"result_level","5-713819355","rehabilitated 5 laboratories: soil chemistry, soil physics, seed laboratory, plant pathology and nematology, library and conference room at bvumbwe | 5 laboratories rehabilitated","output","","2026-09-14"
"result_level","5-713819355","constructed an administration office and warehouse at bvumbwe | administration office and warehouse constructed","output","","2026-09-14"
"result_level","5-713819355","constructed a new administration office, conference room and library at kasinthula; rehabilitated irrigation infrastructure: fallow and sprinkler systems at kasinthula | infrastructure rehabilitated/constructed","output","","2026-09-14"
"result_level","5-713819355","built a new rice research center in namacura | research center constructed","output","","2026-09-14"
"result_level","5-713819355","constructed rcol in namacurra completed | regional center constructed","output","","2026-09-14"
"result_level","5-713819355","rehabilitated 1 main building and 1 dormitory for students and trainees at umbelúzi; involved women’s groups in value addition initiatives | building and dormitory rehabilitated; groups involved","output","","2026-09-14"
"result_level","5-713819355","three irrigation systems were rehabilitated in chókwe, umbelúzi and ribaué completed | 3 irrigation systems rehabilitated","output","","2026-09-14"
"result_level","5-713819355","rehabilitated soil laboratory at mt makulu research station completed | soil laboratory rehabilitated","output","","2026-09-14"
"result_level","5-713819355","zari expedited the fencing off of the reservoir and erected appropriate warning signs; sensitized all communities, schools and clinics | reservoir fenced and signage installed; community sensitized","output","","2026-09-14"
"result_level","5-713819355","minor rehabilitations at mt makulu, kabwe, misamfu, mutanda, mansa, mufulira, nanga and mochipapa research stations completed | research stations rehabilitated (minor works)","output","","2026-09-14"
"result_level","5-713819355","constructed irrigation system at kabwe research station completed; rehabilitated soil laboratory at kabwe; rehabilitated 1.8 km road to gravel standard at kabwe research station | irrigation system constructed; laboratory rehabilitated; road rehabilitated","output","","2026-09-14"
"result_level","5-713819355","rehabilitated a cold room at golden valley research station completed | cold room rehabilitated","output","","2026-09-14"
"result_level","5-713819355","maintenance & multiplication 100kg breeders seed; multiplication of 500kg foundation seed (beans and rice - msamfu research station) | 100 kg breeders seed","output","","2026-09-14"
"result_level","5-713819355","maintenance & multiplication 100kg breeders seed; multiplication of 500kg foundation seed (beans and rice - msamfu research station) | 500 kg foundation seed multiplied","output","","2026-09-14"
"result_level","5-713819355","maintenance & multiplication 100kg breeders seed (cowpea - mochipapa research station) | 100 kg breeders seed","output","","2026-09-14"
"result_level","5-713819355","multiplication of 500kg foundation seed (cowpea - mochipapa research station) | 500 kg foundation seed","output","","2026-09-14"
"result_level","5-713819355","maintenance & multiplication 1800kg breeders seed (groundnut - msekera research station) | 1800 kg breeders seed","output","","2026-09-14"
"result_level","5-713819355","multiplication of 4000kg foundation seed (groundnut - msekera research station) | 4000 kg foundation seed","output","","2026-09-14"
"result_level","5-713819355","maintenance & multiplication 200kg breeders seed (rice – mongu) | 200 kg breeders seed","output","","2026-09-14"
"result_level","5-713819355","multiplication of 4000kg foundation seed (rice – mongu) | 4000 kg foundation seed","output","","2026-09-14"
"result_level","5-713819355","minor rehabilitations at mt makulu, kabwe, misamfu, mutanda, mansa, mufulira, nanga and mochipapa research stations completed | research stations minor rehabilitations completed","output","","2026-09-14"
"result_level","5-713819355","installation of solar drying equipment at salima completed | solar drying equipment installed","output","","2026-09-14"
"result_level","5-713819355","rehabilitated 1 office, 1 warehouse, 1 threshing-floor, 1 entomology laboratory at chókwe; irrigation system rehabilitated (joint) | infrastructure rehabilitated","output","","2026-09-14"
"result_level","5-713819355","rehabilitated 1 administrative block and 1 entomology laboratory at nampula completed | 1 administrative block rehabilitated","output","","2026-09-14"
"result_level","5-713819355","rehabilitated 7 houses, 4 outbuildings, 2 warehouses, 2 office buildings at sussundenga completed | 7 houses rehabilitated","output","","2026-09-14"
"result_level","5-713819355","rehabilitated 1 house at nametil completed | 1 house rehabilitated","output","","2026-09-14"
"result_level","5-713819355","three irrigation systems were rehabilitated in chókwe, umbelúzi and ribaué completed | 3 irrigation systems rehabilitated (total)","output","","2026-09-14"
"result_level","5-713819355","mocuba is a very aromatic and marketable paddy rice variety... yield potential up to 5 tons per hectare | tons per hectare (yield potential)","NOT STATED","","2026-09-14"
"result_level","5-713819355","in mulanje district a farmer harvested two and half 50kg bags from a 0.01 ha plot; 3,200 farmers already expressed interest to grow one of the two varieties | field demonstration results and farmer interest recorded","outcome","","2026-09-14"
"result_level","5-713819355","the group received parent seed material from appsa and training on seed multiplication | group trained and supplied with parent seed","output","","2026-09-14"
"actor_match","1-937753608","acre rwanda","CON26","","2026-09-14"
"actor_match","1-937753608","wwf-us","GLO81","","2026-09-14"
"actor_match","1-937753608","cilss permanent interstate committee for drought control in the sahel, minister of state, minister of agriculture and livestock (niger), ministry of animal and halieutic resources, ministry of livestock and animal production, ministry of livestock and fisheries, ministry of rural development","REG1","","2026-09-15"
"actor_match","1-937753608","agency for environment and sustainable development (aedd)","MALI19","","2026-09-15"
"actor_match","1-937753608","fonds fiduciaires gafsp spefoodsecprog","GLO38","","2026-09-15"
"actor_match","1-937753608","cilss permanent interstate committee for drought control in the sahel","REG1","","2026-09-15"
"actor_match","1-937753608","ministry of economy, planning and regional development (minepat)","CMR7","","2026-09-15"
"actor_match","1-937753608","agence nationale d'appui au développement rural (national rural development support agency - anader)","CIV9","","2026-09-15"
"actor_match","1-937753608","maep (ministry of agriculture, livestock and fisheries)","MALI24","","2026-09-15"
"actor_match","1-937753608","compagnie nationale d'assurance agricole du sénégal (cnaas)","SEN4","","2026-09-15"
"project_scale (geographic level of the project)","6-672912753","scope: ""the main beneficiaries of praps will be pastoralists and agro-pastoralists in burkina faso, chad, mali, mauritania, niger, and senegal; specific trans-boundary geographic areas and transhumance axes are prioritized in each of these six countries."" | locations: 6","multinational","","2026-09-15"
"project_scale (geographic level of the project)","6-672912753","scope: the pdo in the project appraisal document (pad) was to “increase coffee productivity and improve its quality among small-scale coffee growers in burundi.” [page 11] | locations: 6 (provinces)","national","","2026-09-15"
"project_scale (geographic level of the project)","6-672912753","scope: region: africa country: cameroon | locations: 21","national","","2026-09-15"
"project_scale (geographic level of the project)","6-672912753","scope: africa | zimbabwe | environment & natural resources global practice | global environment project | investment project financing | fy 2014 | seq no: 8 | archived on 01-may-2018 | isr31342 | | locations: 2","national","","2026-09-15"
"project_scale (geographic level of the project)","6-672912753","scope: project name: agricultural infrastructure support project in indenie-djuablin region (paia-id) country: côte d’ivoire | locations: 24","sub-national","","2026-09-15"
"project_scale (geographic level of the project)","6-672912753","scope: pays benin dans ses trois départements d’intervention (alibori, borgou et collines), le projet a ciblé des communes fragiles et défavorisées sur le plan économique, social et environnemental, mais dotées d’un important potentiel agricole et piscicole dont la mise en valeur durable devait cont","sub-national","","2026-09-15"
"project_scale (geographic level of the project)","6-672912753","scope: the pacv-mt intervention area covers 20 of the most vulnerable communes in the regions of mopti and timbuktu, namely: mopti region (cercle de koro: commune of bamba; cercle de bandiagara: communes of pelou and kendé; cercle de douentza: communes of tédié, koubewel-koundia, gandamia and dangol","sub-national","","2026-09-15"
"project_scale (geographic level of the project)","6-672912753","scope: “building urban climate resilience in south-eastern africa” project | locations: 4","multinational","","2026-09-15"
"project_scale (geographic level of the project)","6-672912753","scope: ""this decentralised evaluation report presents the results of the final evaluation of the world food programme (wfp) green climate fund (gcf) project in senegal titled "" building the climate resilience of food insecure smallholder farmers through integrated management of climate risks (r4)"", ","sub-national","","2026-09-15"
"project_scale (geographic level of the project)","6-672912753","scope: as of june 2024, the ppcr has funded 64 projects, totaling $935 million, in 18 pilot countries 2 and two regions (caribbean and paciﬁc). ppcr programming spans all regions of the world and multiple sectors. | locations: ~157 document reports a total of 18 pilot countries and two regions (cari","multinational","","2026-09-15"
"target_beneficiary_project (who the project targets)","24-407073859","the main beneficiaries of praps will be pastoralists and agro-pastoralists in burkina faso, chad, mali, mauritania, niger, and senegal; specific trans-boundary geographic areas and transhumance axes are prioritized in each of these six countries. the proposed project is expected to benefit 2,070,000","pastoralist/herder","","2026-09-15"
"target_beneficiary_project (who the project targets)","24-407073859","the targeted primary beneficiaries were to be small-scale coffee growers.","smallholder farmer","","2026-09-15"
"target_beneficiary_project (who the project targets)","24-407073859","direct beneficiaries ministry of energy and water resources (minee) cameroon rural electrification agency (aer) ministry of economy, planning and regional development (minepat)","CANDIDATE: government agencies","","2026-09-15"
"target_beneficiary_project (who the project targets)","24-407073859","managers and communities in the hwange-sanyati biological corridor (hsbc).","community","","2026-09-15"
"target_beneficiary_project (who the project targets)","24-407073859","the project is expected to directly serve 9,000 farms (35% of the farms in the region) and 100,000 inhabitants by improving roads and drinking water supply.","community","","2026-09-15"
"target_beneficiary_project (who the project targets)","24-407073859","dans ses trois départements d’intervention (alibori, borgou et collines), le projet a ciblé des communes fragiles et défavorisées sur le plan économique, social et environnemental, mais dotées d’un important potentiel agricole et piscicole dont la mise en valeur durable devait contribuer à améliorer","community","","2026-09-15"
"target_beneficiary_project (who the project targets)","24-407073859","it benefits 20 of the most vulnerable communes in the regions of mopti and timbuktu and targets particularly vulnerable populations (small farmers, youth, women, displaced populations, etc.).","vulnerable population","","2026-09-15"
"target_beneficiary_project (who the project targets)","24-407073859","the overall objective of the project is to improve the food security and incomes of 405,000 people from vulnerable smallholder households, including households headed by women/widows/daughters in the regions of kaffrine, kolda, tambacounda, fatick and kaolack in senegal, by strengthening their resil","smallholder farmer","","2026-09-15"
"target_beneficiary_project (who the project targets)","24-407073859","within the 55 million beneficiaries of the ppcr (as reported by the cif secretariat), ppcr projects directly benefited a subset of more than 6 million people in rural communities in eight countries through economic diversiﬁcation, increased agricultural productivity, and improved water access.","community","","2026-09-15"
"document_type","19-197634846","project completion report (pcr)","implementation completion report","","2026-09-15"
"document_type","19-197634846","rapport d’achèvement de projet (rap) pour les operations du secteur public","implementation completion report","","2026-09-15"
"result_metric (what a project result counts)","27-668944407","in pastoral crisis, time to reach 50 percent targeted beneficiaries with services and/or funds as foreseen in the inclusive intervention plan - regional average","NOT STATED","","2026-09-15"
"result_metric (what a project result counts)","27-668944407","oic – direct beneficiaries (disaggregated by gender) (number/ percentage)","direct beneficiaries","","2026-09-15"
"result_metric (what a project result counts)","27-668944407","project duration","NOT STATED","","2026-09-15"
"result_metric (what a project result counts)","27-668944407","direct project beneficiaries(number, custom)","direct beneficiaries","","2026-09-15"
"result_metric (what a project result counts)","27-668944407","actual (a) beneficiaries registered","direct beneficiaries","","2026-09-15"
"result_metric (what a project result counts)","27-668944407","productivité moyenne des cultures céréalières (kg/ha) (kgh)","crop yield increase","","2026-09-15"
"result_metric (what a project result counts)","27-668944407","training of 595 pilot beneficiaries on 2 climate change resilient technologies: weather applications and multifunctional seed drills","direct beneficiaries","","2026-09-15"
"result_metric (what a project result counts)","27-668944407","the management accepts 6 recommendations (and partially accepts recommendation #5)","NOT STATED","","2026-09-15"
"result_metric (what a project result counts)","27-668944407","number of direct and indirect beneficiaries","total beneficiaries","","2026-09-15"
"result_metric (what a project result counts)","27-668944407","the project reached nearly 2.6 million direct beneficiaries, including 1.2 million women","direct beneficiaries","","2026-09-15"
"result_unit","12-116947432","weeks","CANDIDATE: weeks","","2026-09-15"
"result_unit","12-116947432","months","CANDIDATE: months","","2026-09-15"
"result_unit","12-116947432","number, custom","quantity","","2026-09-15"
"result_unit","12-116947432","(kg/ha) (kgh)","kg/hectare","","2026-09-15"
"result_unit","12-116947432","pilot beneficiaries","individuals","","2026-09-15"
"result_unit","12-116947432","recommendations","CANDIDATE: recommendations","","2026-09-15"
"result_unit","12-116947432","total","NOT STATED","","2026-09-15"
"result_unit","12-116947432","direct beneficiaries / women","individuals","","2026-09-15"
"result_metric (what a project result counts)","27-668944407","in pastoral crisis, time to reach 50 percent targeted beneficiaries with services and/or funds as foreseen in the inclusive intervention plan","direct beneficiaries","","2026-09-15"
"result_metric (what a project result counts)","27-668944407","total implementation duration","NOT STATED","","2026-09-15"
"result_metric (what a project result counts)","27-668944407","female beneficiaries(percentage, custom supplement)","women beneficiaries","","2026-09-15"
"result_metric (what a project result counts)","27-668944407","% of women (among beneficiaries)","women beneficiaries","","2026-09-15"
"result_metric (what a project result counts)","27-668944407","volume de production vivrière (riz, maïs, manioc) commercialisée/an (t) (ton)","CANDIDATE: marketed food production","","2026-09-15"
"result_metric (what a project result counts)","27-668944407","1.1. number of kilometers of streams and canals cleared","CANDIDATE: kilometers waterways cleared","","2026-09-15"
"result_metric (what a project result counts)","27-668944407","a 12-month no-cost extension request submitted by un-habitat","NOT STATED","","2026-09-15"
"result_metric (what a project result counts)","27-668944407","beneﬁciaries of the ppcr (as reported by the cif secretariat)","total beneficiaries","","2026-09-15"
"result_unit","12-116947432","percentage, custom supplement","percentage","","2026-09-15"
"result_unit","12-116947432","(t) (ton)","tons","","2026-09-15"
"result_unit","12-116947432","km","CANDIDATE: kilometers","","2026-09-15"
"result_unit","12-116947432","no-cost extension (months)","CANDIDATE: months","","2026-09-15"
"result_unit","12-116947432","male","NOT STATED","","2026-09-15"
"result_unit","12-116947432","beneﬁciaries","individuals","","2026-09-15"
"result_metric (what a project result counts)","27-668944407","beneficiary satisfaction with project services (including cnac, inter café)","NOT STATED","","2026-09-15"
"result_metric (what a project result counts)","27-668944407","extension(s)","extension agents trained","","2026-09-15"
"result_metric (what a project result counts)","27-668944407","capacity building of beneficiaries (percentage, custom)","direct beneficiaries","","2026-09-15"
"result_metric (what a project result counts)","27-668944407","outcome 1.1: annual production of target crops (t)","CANDIDATE: crop production (tonnes)","","2026-09-15"
"result_metric (what a project result counts)","27-668944407","volume de production maraîchère commercialisée/an (t) (ton)","CANDIDATE: marketed vegetable production (tonnes)","","2026-09-15"
"result_metric (what a project result counts)","27-668944407","1.2. number of functional streams and canals increased","CANDIDATE: functional streams and canals","","2026-09-15"
"result_metric (what a project result counts)","27-668944407","extending the project until 22 october 2024","NOT STATED","","2026-09-15"
"result_metric (what a project result counts)","27-668944407","directly benefited a subset of more than 6 million people in rural communities","direct beneficiaries","","2026-09-15"
"result_unit","12-116947432","percentage, custom","percentage","","2026-09-15"
"result_unit","12-116947432","date","NOT STATED","","2026-09-15"
"result_unit","12-116947432","female","NOT STATED","","2026-09-15"
"funding_mechanism (financing instrument type)","6-894277550","instrument wording: global environment project | investment project financing | portion:","loan","","2026-09-15"
"actor_match","1-125171186","african development fund (adf)","CON3","v3-metric-candidate","2026-09-16"
"actor_match","1-125171186","aedd/maedd (nature)","MALI19","v3-metric-candidate","2026-09-16"
"actor_match","1-125171186","european bank for reconstruction and development (ebrd)","EU11","v3-metric-candidate","2026-09-16"
"actor_match","1-125171186","aedd (agency for environment and sustainable development) / meadd","MALI19","v3-metric-candidate","2026-09-16"
"result_metric (what a project result counts)","27-87336763","in pastoral crisis, time to reach 50 percent targeted beneficiaries with services and/or funds as foreseen in the inclusive intervention plan - regional average","direct beneficiaries","v3-metric-candidate","2026-09-16"
"result_metric (what a project result counts)","27-87336763","project duration","NOT STATED","v3-metric-candidate","2026-09-16"
"result_metric (what a project result counts)","27-87336763","the management accepts 6 recommendations (and partially accepts recommendation #5)","CANDIDATE: recommendations accepted","v3-metric-candidate","2026-09-16"
"result_unit","12-10592817","total","NOT STATED","v3-metric-candidate","2026-09-16"
"result_metric (what a project result counts)","27-87336763","total implementation duration","NOT STATED","v3-metric-candidate","2026-09-16"
"result_metric (what a project result counts)","27-87336763","a 12-month no-cost extension request submitted by un-habitat","NOT STATED","v3-metric-candidate","2026-09-16"
"result_unit","12-10592817","male","NOT STATED","v3-metric-candidate","2026-09-16"
"result_metric (what a project result counts)","27-87336763","beneficiary satisfaction with project services (including cnac, inter café)","CANDIDATE: beneficiary satisfaction","v3-metric-candidate","2026-09-16"
"result_metric (what a project result counts)","27-87336763","extending the project until 22 october 2024","NOT STATED","v3-metric-candidate","2026-09-16"
"result_unit","12-10592817","date","NOT STATED","v3-metric-candidate","2026-09-16"
"result_unit","12-10592817","female","NOT STATED","v3-metric-candidate","2026-09-16"
"actor_match","1-125171186","gef trust fund","GLO28","v3-metric-candidate","2026-09-16"
"actor_match","1-125171186","nepad planning and coordinating agency (nepad agency)","CON14","v3-metric-candidate","2026-09-16"
"project_scale (geographic level of the project)","6-143903628","scope: the partnership has served about 30 ssa countries. | locations: 25 15 countries are named as receiving support: ""15 countries received support on their slwm country strategic investment framework (csif) including uganda, madagascar, ghana, gambia, mali, kenya, niger, senegal, drc, burkina fas","multinational","v3-metric-candidate","2026-09-16"
"project_scale (geographic level of the project)","6-143903628","scope: ""burkina faso, burundi, eswatini, ethiopia, ghana, kenya, malawi, niger, nigeria, senegal, tanzania, uganda"" | locations: 17 12 countries are named as receiving rfs support; ghana and tanzania are further specified at village/district level as follows: ""burkina faso, burundi, eswatini, ethiop","multinational","v3-metric-candidate","2026-09-16"
"project_scale (geographic level of the project)","6-143903628","scope: brazil, indonesia, liberia, paraguay | locations: 1 ""brazil, indonesia, liberia, paraguay"" [page 18]","multinational","v3-metric-candidate","2026-09-16"
"project_scale (geographic level of the project)","6-143903628","scope: cabo verde, côte d’ivoire, ecuador, indonesia, peru, senegal | locations: 3 cabo verde, côte d’ivoire, ecuador, indonesia, peru, senegal","multinational","v3-metric-candidate","2026-09-16"
"project_scale (geographic level of the project)","6-143903628","scope: a survey questionnaire implemented with 28 associations in five districts in which the project operates (cuamba, mecanhelas, mandimba, maúa, and metarica); | locations: 5 verbatim quotes naming project locations: ""a survey questionnaire implemented with 28 associations in five districts in wh","sub-national","v3-metric-candidate","2026-09-16"
"project_scale (geographic level of the project)","6-143903628","scope: 7. beneficiary : 4 lcbc countries: cameroon, niger, nigeria and chad | locations: 20 ""3. location : lake chad basin"" [page 5] ""7. beneficiary : 4 lcbc countries: cameroon, niger, nigeria and chad"" [page 5] ""research and development was conducted in 20 pilot villages, at the rate of 5 in each ","multinational","v3-metric-candidate","2026-09-16"
"project_scale (geographic level of the project)","6-143903628","scope: through a lens of resilience, this report focuses on the transformative potential of crop insurance and its impact on the livelihoods of farmers in rwanda. in total, four fgds were conducted, engaging 33 smallholder farmers from the rwamagana and ngoma districts, selected to reflect the diver","sub-national","v3-metric-candidate","2026-09-16"
"project_scale (geographic level of the project)","6-143903628","scope: the study’s geographical scope was nationwide, with specific emphasis on regions where acre rwanda has the highest farmer uptake of insurance products, including the northern, southern, eastern, and western provinces, and kigali city. | locations: 5 the study’s geographical scope was nationwi","national","v3-metric-candidate","2026-09-16"
"project_scale (geographic level of the project)","6-143903628","scope: this implementation completion and results report (icr) evaluates the south west indian ocean fisheries governance and shared growth project 1 (swiofish1) – a first in the swiofish series of operations (sop), with international development association (ida) credits and grants and global envir","national","v3-metric-candidate","2026-09-16"
"project_scale (geographic level of the project)","6-143903628","scope: ""the participating sadc countries were malawi, mozambique and zambia, and the priority crops chosen were maize, rice, and legumes."" | locations: 29 count includes the three participating countries and specific research stations, districts and sites named in the report (quoted passages below a","multinational","v3-metric-candidate","2026-09-16"
"target_beneficiary_project (who the project targets)","24-115445661","the pdo is to strengthen capacity at nepad agency to support terrafrica member countries on knowledge management and actions forscaling up sustainable land and water management (slwm).","CANDIDATE: NEPAD Agency","v3-metric-candidate","2026-09-16"
"target_beneficiary_project (who the project targets)","24-115445661","program-level reporting indicates that more than 10,000 farmers, producers, and community members directly benefited from agricultural training and community conservation agreements.","producer","v3-metric-candidate","2026-09-16"
"target_beneficiary_project (who the project targets)","24-115445661","the project’s goal is to strengthen food security in four countries of the lake chad basin area, namely cameroon, niger, nigeria and chad. this requires the reduction of pest-related crop losses through the regionally coordinated use of tested ipm techniques, particularly on food crops (millet and s","smallholder farmer","v3-metric-candidate","2026-09-16"
"target_beneficiary_project (who the project targets)","24-115445661","a fourth pdo-level indicator measured the number of project direct beneficiaries: (d) number of direct project beneficiaries (of whom % are females) - comoros (target: 10,000, 27%) - mozambique (target: 60,000, 10%) - tanzania (target: 65,000, 50%) - regional (target: 50, 30%)","NOT STATED","v3-metric-candidate","2026-09-16"
"result_metric (what a project result counts)","27-87336763","land restored","land restored","v3-metric-candidate","2026-09-16"
"result_metric (what a project result counts)","27-87336763","marine surface under spatial planning","CANDIDATE: marine surface under spatial planning","v3-metric-candidate","2026-09-16"
"result_metric (what a project result counts)","27-87336763","number associations land legalized land not legalized","CANDIDATE: number of associations","v3-metric-candidate","2026-09-16"
"result_metric (what a project result counts)","27-87336763","farmers in ipm techniques (120 farmers of both sexes)","crop producers","v3-metric-candidate","2026-09-16"
"result_metric (what a project result counts)","27-87336763","approximately 43% of farmers feeling confident","crop producers","v3-metric-candidate","2026-09-16"
"result_metric (what a project result counts)","27-87336763","was able to onboard 20,000 farmers","smallholder farmers reached","v3-metric-candidate","2026-09-16"
"result_metric (what a project result counts)","27-87336763","(regional level) number of new swiofc member country signatures to bilateral and/or multilateral agreements on fisheries","CANDIDATE: member country signatures","v3-metric-candidate","2026-09-16"
"result_metric (what a project result counts)","27-87336763","technologies that are being made available to farmers and other end users","CANDIDATE: technologies made available","v3-metric-candidate","2026-09-16"
"result_unit","12-10592817","number associations","organizations","v3-metric-candidate","2026-09-16"
"result_metric (what a project result counts)","27-87336763","sustainable land & water management / improved natural resource governance/ecosystem approach","land under climate-smart practices","v3-metric-candidate","2026-09-16"
"result_metric (what a project result counts)","27-87336763","improved land management","land under climate-smart practices","v3-metric-candidate","2026-09-16"
"result_metric (what a project result counts)","27-87336763","marine and coastal areas under conservation","biodiversity landscapes conserved","v3-metric-candidate","2026-09-16"
"result_metric (what a project result counts)","27-87336763","number associations association legally recognized association legally not recognized","producer organizations","v3-metric-candidate","2026-09-16"
"result_metric (what a project result counts)","27-87336763","29 women","women beneficiaries","v3-metric-candidate","2026-09-16"
"result_metric (what a project result counts)","27-87336763","farmers spend an estimated 11-20% of their income on managing agricultural risks","crop producers","v3-metric-candidate","2026-09-16"
"result_metric (what a project result counts)","27-87336763","as low as 39% for maize","NOT STATED","v3-metric-candidate","2026-09-16"
"result_metric (what a project result counts)","27-87336763","fisheries management plans implemented","CANDIDATE: Fisheries management plans","v3-metric-candidate","2026-09-16"
"result_metric (what a project result counts)","27-87336763","lead farmers in targeted areas who are aware of an improved technology promoted by the project","smallholder farmers reached","v3-metric-candidate","2026-09-16"
"result_metric (what a project result counts)","27-87336763","major terrafrica events planned and held","CANDIDATE: TerrAfrica events","v3-metric-candidate","2026-09-16"
"result_metric (what a project result counts)","27-87336763","production landscapes under sustainable management","land under climate-smart practices","v3-metric-candidate","2026-09-16"
"result_metric (what a project result counts)","27-87336763","high conservation value/high carbon stock (hcv/hcs) area protection","terrestrial protected areas","v3-metric-candidate","2026-09-16"
"result_metric (what a project result counts)","27-87336763","women improving their conditions","women beneficiaries","v3-metric-candidate","2026-09-16"
"result_metric (what a project result counts)","27-87336763","number associations association has other businesses no other businesses","CANDIDATE: associations counted","v3-metric-candidate","2026-09-16"
"result_metric (what a project result counts)","27-87336763","i.e. 24%","NOT STATED","v3-metric-candidate","2026-09-16"
"result_metric (what a project result counts)","27-87336763","leading to yield losses, in some cases, of over 20%","harvest loss reduced","v3-metric-candidate","2026-09-16"
"result_metric (what a project result counts)","27-87336763","as high as 132% for chili","NOT STATED","v3-metric-candidate","2026-09-16"
"result_metric (what a project result counts)","27-87336763","tanzania: fisheries management plans (fmp) consulted, approved and implemented","CANDIDATE: fisheries management plans","v3-metric-candidate","2026-09-16"
"result_metric (what a project result counts)","27-87336763","technologies generated or promoted by the project in one participating country that are released in another participating country","CANDIDATE: technologies released","v3-metric-candidate","2026-09-16"
