id,key,title,doc_date,doc_type,country,project_id,screen_status,already_have,topics,pdf_url,web_url,report_name,report_no
30737221,P119355,Sierra Leone - Second Decentralized Service Delivery Program Project,2018-12-28T05:00:00Z,Implementation Completion and Results Report,Sierra Leone,SL-Decentralized Service Delivery Program II -- P119355,to_screen,FALSE,"Health, Nutrition and Population,Industry,Social Development,Water Resources",http://documents.worldbank.org/curated/en/364381546546774121/pdf/icr00004667-12282018-636818041594086139.pdf,http://documents.worldbank.org/curated/en/364381546546774121,Sierra Leone - Second Decentralized Service Delivery Program Project,ICR4667
29787342,P119380,Guinea-Bissau - Second APL (APL-B1) West Africa Regional Fisheries Program,2018-03-30T04:00:00Z,Implementation Completion and Results Report,Western Africa,3W-GEF - Africa - 2nd phase fish. (GBissau) -- P119380,in_scope,TRUE,"Agriculture,Poverty Reduction,Transport",http://documents.worldbank.org/curated/en/892031523024988244/pdf/ICR-final-P119380-04302018.pdf,http://documents.worldbank.org/curated/en/892031523024988244,Guinea-Bissau - Second APL (APL-B1) West Africa Regional Fisheries Program,ICR4331
32795851,P119432,Lesotho - Smallholder Agriculture Development Project,2021-01-25T05:00:00Z,Implementation Completion and Results Report,Lesotho,LS-Lesotho Smallholder Agriculture Development Project -- P119432,in_scope,TRUE,"Agriculture,Environment",http://documents.worldbank.org/curated/en/987421612190747720/pdf/Lesotho-Smallholder-Agriculture-Development-Project.pdf,http://documents.worldbank.org/curated/en/987421612190747720,Lesotho - Smallholder Agriculture Development Project,ICR5131
33272137,P119662,Burkina Faso - Bagre Growth Pole Project,2021-06-22T04:00:00Z,Implementation Completion and Results Report,Burkina Faso,BF-Burkina Faso - Bagre Growth Pole Project -- P119662,in_scope,TRUE,"Agriculture,Energy,Macroeconomics and Economic Growth,Water Resources",http://documents.worldbank.org/curated/en/909471626364231329/pdf/Burkina-Faso-Bagre-Growth-Pole-Project.pdf,http://documents.worldbank.org/curated/en/909471626364231329,Burkina Faso - Bagre Growth Pole Project,ICR5275
32119851,P119815,Central African Republic - Health System Support Project,2020-03-05T05:00:00Z,Implementation Completion and Results Report,Central African Republic,CF-CF-Health System Support Project -- P119815,to_screen,FALSE,"Health, Nutrition and Population,Industry",http://documents.worldbank.org/curated/en/467251591889056585/pdf/Central-African-Republic-Health-System-Support-Project.pdf,http://documents.worldbank.org/curated/en/467251591889056585,Central African Republic - Health System Support Project,ICR4928
23941442,P119872,Nigeria - Statistical Development Project,2015-01-30T05:00:00Z,Implementation Completion and Results Report,Nigeria,NG-Nigeria Statistics Development Program (NSDP) -- P119872,to_screen,FALSE,NA,http://documents.worldbank.org/curated/en/272891468098968258/pdf/ICR32030P119870C0disclosed010300150.pdf,http://documents.worldbank.org/curated/en/272891468098968258,Nigeria - Statistical Development Project,ICR3203
31583960,P119917,Burkina Faso - Reproductive Health Project,2019-10-23T04:00:00Z,Implementation Completion and Results Report,Burkina Faso,BF-BF-Reproductive Health Project (FY12) -- P119917,to_screen,FALSE,"Health, Nutrition and Population,Industry",http://documents.worldbank.org/curated/en/703941574718889431/pdf/Burkina-Faso-Reproductive-Health-Project.pdf,http://documents.worldbank.org/curated/en/703941574718889431,Burkina Faso - Reproductive Health Project,ICR4542
30472118,P120005,Ghana - Oil and Gas Capacity Building Project,2018-08-23T04:00:00Z,Implementation Completion and Results Report,Ghana,GH-Gas and Oil Capacity Building Project -- P120005,to_screen,FALSE,"Energy,Industry",http://documents.worldbank.org/curated/en/903091538661929826/pdf/ICR4443-PUBLIC.pdf,http://documents.worldbank.org/curated/en/903091538661929826,Ghana - Oil and Gas Capacity Building Project,ICR4443
32971762,P120207,Nigeria -  Power Sector Guarantees Project,2021-03-30T04:00:00Z,Implementation Completion and Results Report,Nigeria,NG-Nigeria Power Sector Guarantees Project -- P120207,to_screen,FALSE,Energy,http://documents.worldbank.org/curated/en/193911617633470778/pdf/Nigeria-Power-Sector-Guarantees-Project.pdf,http://documents.worldbank.org/curated/en/193911617633470778,Nigeria -  Power Sector Guarantees Project,155732
33786571,P120517,Burkina Faso - Local Government Support Project,2022-03-29T04:00:00Z,Implementation Completion and Results Report,Burkina Faso,"BF-Local Government Support, COVID-19 and Resilience Response Project -- P120517",in_scope,FALSE,"Governance,Health, Nutrition and Population,Social Development",http://documents.worldbank.org/curated/en/238331649958842519/pdf/Burkina-Faso-Local-Government-Support-Project.pdf,http://documents.worldbank.org/curated/en/238331649958842519,Burkina Faso - Local Government Support Project,ICR5619
31480438,P120561,Tunisia - Ecotourism and Conservation of Desert Biodiversity Project,2019-09-09T04:00:00Z,Implementation Completion and Results Report,Tunisia,TN-Tunisia: Ecotourism and Conservation of Desert Biodiversity -- P120561,to_screen,FALSE,"Environment,Social Protections and Labor",http://documents.worldbank.org/curated/en/463281571170888935/pdf/Tunisia-Ecotourism-and-Conservation-of-Desert-Biodiversity-Project.pdf,http://documents.worldbank.org/curated/en/463281571170888935,Tunisia - Ecotourism and Conservation of Desert Biodiversity Project,ICR4816
31371556,P120629,Senegal - Second Sustainable and Participatory Energy Management Project,2019-08-14T04:00:00Z,Implementation Completion and Results Report,Senegal,SN-Second Sustainable and Participatory Energy Management (PROGEDE II) -- P120629,in_scope,TRUE,"Agriculture,Energy,Environment,Gender,Rural Development,Water Resources",http://documents.worldbank.org/curated/en/292671567389701542/pdf/Senegal-Second-Sustainable-and-Participatory-Energy-Management-Project.pdf,http://documents.worldbank.org/curated/en/292671567389701542,Senegal - Second Sustainable and Participatory Energy Management Project,133121
25715541,P120631,Comoros - Emergency Crises Response Project,2015-12-17T05:00:00Z,Implementation Completion and Results Report,Comoros,KM-Comoros - Emergency Crises Response Project -- P120631,to_screen,TRUE,Finance and Financial Sector Development,http://documents.worldbank.org/curated/en/346761467987911756/pdf/ICR3585-ICR-P120631-OUO-9-Box394828B.pdf,http://documents.worldbank.org/curated/en/346761467987911756,Comoros - Emergency Crises Response Project,ICR3585
32209929,P120636,Ghana - Second Land Administration Project,2020-06-18T04:00:00Z,Implementation Completion and Results Report,Ghana,GH-Land Administration Project - 2 -- P120636,in_scope,TRUE,"Agriculture,Communities and Human Settlements,Culture and Development,Gender,Industry,Urban Development",http://documents.worldbank.org/curated/en/359771593704416028/pdf/Ghana-Second-Land-Administration-Project.pdf,http://documents.worldbank.org/curated/en/359771593704416028,Ghana - Second Land Administration Project,ICR4453
29767917,P120660,Liberia - Electricity System Enhancement Project,2018-03-30T04:00:00Z,Implementation Completion and Results Report,Liberia,LR-LIBERIA Electricity System Enhancement Project (LESEP) -- P120660,to_screen,FALSE,"Energy,Rural Development",http://documents.worldbank.org/curated/en/204851522416201623/pdf/implementation-completion-and-results-report-icr-document-P120660-03272018.pdf,http://documents.worldbank.org/curated/en/204851522416201623,Liberia - Electricity System Enhancement Project,ICR3784
30977239,P120825,Malawi - Mining Governance and Growth Support Project,2019-04-30T04:00:00Z,Implementation Completion and Results Report,Malawi,MW-MW: Mining Governance and Growth Support Project -- P120825,to_screen,FALSE,"Education,Industry,Macroeconomics and Economic Growth",http://documents.worldbank.org/curated/en/644261554994419336/pdf/Malawi-Mining-Governance-and-Growth-Support-Project.pdf,http://documents.worldbank.org/curated/en/644261554994419336,Malawi - Mining Governance and Growth Support Project,ICR4573
30375006,P120910,Guinea-Bissau - Emergency Electricity and Water Rehabilitation Project,2015-01-13T05:00:00Z,Implementation Completion and Results Report,Guinea-Bissau,GW-Guinea-Bissau: Emergency Electricity and Water Rehabilitation Project -- P120910,to_screen,FALSE,"Energy,Water Resources,Water Supply and Sanitation",http://documents.worldbank.org/curated/en/210521535404680970/pdf/ICR-Main-Document-08162018.pdf,http://documents.worldbank.org/curated/en/210521535404680970,Guinea-Bissau - Emergency Electricity and Water Rehabilitation Project,ICR3589
40086450,P121019,Kenya - Infrastructure Finance/PPP Project,2025-05-05T04:00:00Z,Implementation Completion and Results Report,Kenya,KE-Kenya Infrastructure Finance/PPP project -- P121019,to_screen,FALSE,NA,https://documents.worldbank.org/curated/en/099021226180537258/pdf/BOSIB-13184d04-8ab1-402f-8d91-6340fa4bf90e.pdf,http://documents.worldbank.org/curated/en/099021226180537258,NA,ICR6411
25715451,P121052,Sierra Leone - Youth Employment Support Project,2015-12-21T05:00:00Z,Implementation Completion and Results Report,Sierra Leone,SL-Youth Employment Support -- P121052,to_screen,FALSE,NA,http://documents.worldbank.org/curated/en/267601467987911534/pdf/ICR3552-ICR-P121052-OUO-9-Box394828B.pdf,http://documents.worldbank.org/curated/en/267601467987911534,Sierra Leone - Youth Employment Support Project,ICR3552
30251564,P121271,Morocco - Integrated Coastal Zone Management Project,2018-06-28T04:00:00Z,Implementation Completion and Results Report,Morocco,MA-Integrated Coastal Zone Management -- P121271,in_scope,FALSE,"Agriculture,Energy,Environment,Water Resources",http://documents.worldbank.org/curated/en/292031531334849750/pdf/ICR00004494-07062018.pdf,http://documents.worldbank.org/curated/en/292031531334849750,Morocco - Integrated Coastal Zone Management Project,ICR4494
32793391,P121616,Implementation Completion and Results Report (ICR) Document - LSMS-ISA Nigeria General Household Survey-Panel Component - P121616,2021-02-01T05:00:00Z,Implementation Completion and Results Report,Nigeria,NG-LSMS-ISA Nigeria General Household Survey-Panel Component -- P121616,in_scope,FALSE,"Agriculture,Education,Law and Development,Poverty Reduction",http://documents.worldbank.org/curated/en/506271612138198732/pdf/Implementation-Completion-and-Results-Report-ICR-Document-LSMS-ISA-Nigeria-General-Household-Survey-Panel-Component-P121616.pdf,http://documents.worldbank.org/curated/en/506271612138198732,Implementation Completion and Results Report (ICR) Document - LSMS-ISA Nigeria General Household Survey-Panel Component - P121616,ICR00005330
27056615,P121686,"Liberia - Youth, Employment, Skills Project : Liberia - Youth, Employment, Skills Project - Implementation Completion and Results Report",2016-12-21T05:00:00Z,Implementation Completion and Results Report,Liberia,"LR-LR: Youth, Employment, Skills Project -- P121686",to_screen,FALSE,NA,http://documents.worldbank.org/curated/en/111991482851914576/pdf/ICR-Main-Document-P121686-DEC-21-12222016.pdf,http://documents.worldbank.org/curated/en/111991482851914576,"Liberia - Youth, Employment, Skills Project",ICR3953
31445156,P121917,Morocco - Municipal Solid Waste Carbon Finance Program,2019-03-05T05:00:00Z,Implementation Completion and Results Report,Morocco,MA-Municipal Solid Waste Carbon Financing Program -- P121917,in_scope,FALSE,"Environment,Health, Nutrition and Population,Science and Technology Development,Water Supply and Sanitation",http://documents.worldbank.org/curated/en/408801569854128575/pdf/Morocco-Municipal-Solid-Waste-Carbon-Finance-Program.pdf,http://documents.worldbank.org/curated/en/408801569854128575,Morocco - Municipal Solid Waste Carbon Finance Program,135142
29863377,P122028,Morocco - Ouarzazate Concentrated Solar Power Project,2018-03-31T04:00:00Z,Implementation Completion and Results Report,Morocco,MA-MA-Ouarzazate Concentrated Solar Power -- P122028,in_scope,FALSE,"Energy,Rural Development",http://documents.worldbank.org/curated/en/503371525382384008/pdf/ICR4271-PUBLIC-3-29-18.pdf,http://documents.worldbank.org/curated/en/503371525382384008,Morocco - Ouarzazate Concentrated Solar Power Project,ICR4271
27010859,P122047,Guinea-Bissau - Biodiversity Conservation Project,2016-11-29T05:00:00Z,Implementation Completion and Results Report,Guinea-Bissau,GW-Guinea-Bissau Biodiversity Conservation Project -- P122047,to_screen,TRUE,Environment,http://documents.worldbank.org/curated/en/100861481299660120/pdf/ICR00003837-12062016.pdf,http://documents.worldbank.org/curated/en/100861481299660120,Guinea-Bissau - Biodiversity Conservation Project,ICR3837
32209903,P122065,Africa - Adaptable Program Lending for West Africa Agricultural Productivity Program Project,2020-06-19T04:00:00Z,Implementation Completion and Results Report,World,3W-West Africa Agricultural Productivity Program APL (WAAPP-1C) -- P122065,in_scope,TRUE,"Agriculture,Health, Nutrition and Population,Law and Development,Private Sector Development",http://documents.worldbank.org/curated/en/937881593704278428/pdf/Africa-Adaptable-Program-Lending-for-West-Africa-Agricultural-Productivity-Program-Project.pdf,http://documents.worldbank.org/curated/en/937881593704278428,Africa - Adaptable Program Lending for West Africa Agricultural Productivity Program Project,ICR5101
30726797,P122123,Zambia - Livestock Development Animal Health Project,2018-12-07T05:00:00Z,Implementation Completion and Results Report,Zambia,ZM-Zambia: Livestock Development and Animal Health Project -- P122123,in_scope,TRUE,"Agriculture,Health, Nutrition and Population,Industry",http://documents.worldbank.org/curated/en/583181545926617156/pdf/133059zm-12192018-636810265287041661.pdf,http://documents.worldbank.org/curated/en/583181545926617156,Zambia - Livestock Development Animal Health Project,133059
32851433,P122124,Nigeria - State Education Program Investment Project,2021-01-29T05:00:00Z,Implementation Completion and Results Report,Nigeria,NG-Nigeria - State Education Program Investment Project -- P122124,to_screen,FALSE,Education,http://documents.worldbank.org/curated/en/724151614005976526/pdf/Nigeria-State-Education-Program-Investment-Project.pdf,http://documents.worldbank.org/curated/en/724151614005976526,Nigeria - State Education Program Investment Project,ICR5313
34371609,P122329,South Africa - Eskom Renewables Support Project,2024-06-27T04:00:00Z,Implementation Completion and Results Report,South Africa,ZA-South Africa - Eskom Renewables Support Project -- P122329,to_screen,FALSE,NA,https://documents.worldbank.org/curated/en/099073124153031964/pdf/BOSIB-15ad5625-79d2-4048-8989-500d05ff6772.pdf,http://documents.worldbank.org/curated/en/099073124153031964,NA,ICR6633
